2.12
3.43
2.20
1.79
2.25
3.80
3.91
2.43
2.06
1.36
8.10
4.67
3.41
1.58
3.25
4.75
1.32
3.81
2.56
1.89
9.30
5.60
1.13
4.25
4.60
4.33
6.30
2.97
3.10
3.50
2.04
2.39
4.04
3.97
7.60
2.75
1.84
4.32
2.04
1.19
